OCCUPATION_TYPE,EMP_FEIN,EMP_NAICS,EMP_NUM_PAYROLL,EMP_YEAR_COMMENCED,JOB_TITLE,JOB_OPP_WAGE_FROM,JOB_OPP_WAGE_TO,JOB_OPP_WAGE_PER,JOB_AVG_WAGE,PRIMARY_WORKSITE_TYPE,PRIMARY_WORKSITE_CITY,PRIMARY_WORKSITE_STATE,PRIMARY_WORKSITE_POSTAL_CODE,PRIMARY_WORKSITE_BLS_AREA,OTHER_REQ_IS_FULLTIME_EMP,OTHER_REQ_IS_LIVEIN_HOUSEHOLD,OTHER_REQ_JOB_FOREIGN_LANGUAGE
Non-professional,84-3078478,624120,240,2019,Caregiver,"$27,040.00","$27,040.00",Year,,Business Premises,Peachtree Corners,GA,30071,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Professional occupation,95-2775732,511210,2320,1969,Software Development Engineer,"$114,400.00","$187,200.00",Year,"$150,800.00",Business Premises,Redlands,CA,92373,"Riverside-San Bernardino-Ontario, CA",Y,N,N
Professional occupation,73-1686853,541511,40,2006,Software Developer,"$94,016.00",,Year,"$94,016.00",Business Premises,SCHAUMBURG,IL,60195,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Non-professional,82-5464782,722511,77,2018,Dishwasher,"$27,300.00",,Year,,Business Premises,Traverse City ,MI,49684,Northwest Lower Peninsula of Michigan nonmetropolitan area,Y,N,N
Non-professional,82-5464782,722511,77,2018,Food Preparation Workers,"$25,480.00",,Year,,Business Premises,Traverse City,MI,49684,Northwest Lower Peninsula of Michigan nonmetropolitan area,Y,N,N
Non-professional,20-5440982,238110,20,2006,Concrete Finisher/Maintenance,"$38,917.00",,Year,,Business Premises,St. Peters,MO,63376,"St. Louis, MO-IL",Y,N,N
Non-professional,20-5440982,238110,20,2006,Concrete Finisher/Maintenance,"$38,917.00",,Year,,Business Premises,St. Peters,MO,63376,"St. Louis, MO-IL",Y,N,N
Professional occupation,48-1088407,334511,4662,1989,Database Administrator 3,"$113,339.00","$139,100.00",Year,"$126,219.50",Business Premises,Olathe,KS,66062,"Kansas City, MO-KS",Y,N,N
Non-professional,47-1913545,23731,3,2014,Concrete Worker/Laborer,"$32,864.00","$32,864.00",Year,,Business Premises,Sulphur Springs,TX,75482,North Texas Region of Texas nonmetropolitan area,Y,N,N
Non-professional,20-5440982,238110,20,2006,Concrete Finisher/Maintenance,"$38,917.00",,Year,,Business Premises,St. Peters,MO,63376,"St. Louis, MO-IL",Y,N,N
Non-professional,20-5440982,238110,20,2006,Concrete Finisher/Maintenance,"$38,917.00",,Year,,Business Premises,St. Peters,MO,63376,"St. Louis, MO-IL",Y,N,N
Non-professional,83-3865023,623110,160,2019,Caregivers,"$31,990.00","$31,990.00",Year,,Business Premises,GLENDORA,CA,91740,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,82-5464782,722511,77,2018,Food Preparation Workers,"$25,480.00",,Year,,Business Premises,Traverse City,MI,49684,Northwest Lower Peninsula of Michigan nonmetropolitan area,Y,N,N
Non-professional,82-5464782,722511,77,2018,Food Preparation Workers,"$25,480.00",,Year,,Business Premises,Traverse City,MI,49684,Northwest Lower Peninsula of Michigan nonmetropolitan area,Y,N,N
Non-professional,58-2608868,311615,100,1999,Poultry Worker,"$23,171.00",,Year,,Business Premises,Braselton ,GA,30517,North Georgia nonmetropolitan area,Y,N,N
Professional occupation,56-2431105,541511,23,2004,Software Developer,"$96,054.00",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Non-professional,58-2608868,311615,100,1999,Poultry Worker,"$23,171.00",,Year,,Business Premises,Braselton ,GA,30517,North Georgia nonmetropolitan area,Y,N,N
Non-professional,81-1747239,623312,6,2016,Caregiver,"$29,578.00","$29,578.00",Year,,Business Premises,Surprise,AZ,85388,"Phoenix-Mesa-Scottsdale, AZ",Y,N,N
Non-professional,82-5464782,722511,77,2018,Dishwasher,"$27,300.00",,Year,,Business Premises,Traverse City ,MI,49684,Northwest Lower Peninsula of Michigan nonmetropolitan area,Y,N,N
Non-professional,85-2995061,623110,20,2020,Nursing Assistant,"$35,000.00","$35,000.00",Year,,Business Premises,Los Angeles,CA,90006,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,76-0618162,611110,119,1998,Elementary School Teacher,"$61,500.00",,Year,"$61,500.00",Business Premises,Houston,TX,77081,"Houston-The Woodlands-Sugar Land, TX",Y,N,N
Professional occupation,13-4922250,522210,26000,1850,"Senior Managers, Digital Product Solution Design","$155,000.00",,Year,"$155,000.00",Business Premises,New York,NY,10285,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,82-1890071,56173,8,2020,Grounds Maintenance Worker,"$29,994.00",,Year,,Business Premises,North Brunswick,NJ,08902,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,47-5451094,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,,Business Premises,ELGIN,IL,60123,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,22-3536104,541511,3250,1993,Senior Software Engineer,"$114,026.00","$176,400.00",Year,"$145,213.00",Business Premises,Newtown,PA,18940,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Y,N,N
Non-professional,47-5451094,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,,Business Premises,ELGIN,IL,60123,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Non-professional,84-3078478,624120,240,2019,Caregiver,"$27,040.00","$27,040.00",Year,,Business Premises,Peachtree Corners,GA,30071,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Non-professional,84-3078478,624120,240,2019,Caregiver,"$27,040.00","$27,040.00",Year,,Business Premises,Peachtree Corners,GA,30071,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Professional occupation,82-3405770,33911,1000,1987,Mechanical Engineer,"$108,534.00","$120,000.00",Year,"$114,267.00",Business Premises,Rancho Santa Margarita,CA,92688,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,58-2608868,311615,100,1999,Poultry Worker,"$23,171.00",,Year,,Business Premises,Braselton ,GA,30517,North Georgia nonmetropolitan area,Y,N,N
Non-professional,58-2608868,311615,100,1999,Poultry Worker,"$23,171.00",,Year,,Business Premises,Braselton ,GA,30517,North Georgia nonmetropolitan area,Y,N,N
Non-professional,84-3078478,624120,240,2019,Caregiver,"$27,040.00","$27,040.00",Year,,Business Premises,Peachtree Corners,GA,30071,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Non-professional,20-5440982,238110,20,2006,Concrete Finisher/Maintenance,"$38,917.00",,Year,,Business Premises,St. Peters,MO,63376,"St. Louis, MO-IL",Y,N,N
Non-professional,58-2608868,311615,100,1999,Poultry Worker,"$23,171.00",,Year,,Business Premises,Braselton ,GA,30517,North Georgia nonmetropolitan area,Y,N,N
Non-professional,82-5464782,722511,77,2018,Dishwasher,"$27,300.00",,Year,,Business Premises,Traverse City ,MI,49684,Northwest Lower Peninsula of Michigan nonmetropolitan area,Y,N,N
Non-professional,84-3078478,624120,240,2019,Caregiver,"$27,040.00","$27,040.00",Year,,Business Premises,Peachtree Corners,GA,30071,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Non-professional,47-5451094,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,,Business Premises,ELGIN,IL,60123,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Non-professional,84-3078478,624120,240,2019,Caregiver,"$27,040.00","$27,040.00",Year,,Business Premises,Peachtree Corners,GA,30071,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Professional occupation,26-3051428,561599,1784,2008,Software Engineer,"$150,000.00","$200,000.00",Year,"$175,000.00",Business Premises,San Francisco,CA,94103,"San Francisco-Oakland-Hayward, CA",Y,N,N
Non-professional,84-3078478,624120,240,2019,Caregiver,"$27,040.00","$27,040.00",Year,,Business Premises,Peachtree Corners,GA,30071,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Non-professional,85-2995061,623110,20,2020,Nursing Assistant,"$35,000.00","$35,000.00",Year,,Business Premises,Los Angeles,CA,90006,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,20-5440982,238110,20,2006,Concrete Finisher/Maintenance,"$38,917.00",,Year,,Business Premises,St. Peters,MO,63376,"St. Louis, MO-IL",Y,N,N
Professional occupation,22-3536104,541511,3350,1993,Senior Software Engineer,"$114,026.00","$176,400.00",Year,"$145,213.00",Business Premises,Newtown,PA,18940,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Y,N,N
Non-professional,84-3078478,624120,240,2019,Caregiver,"$27,040.00","$27,040.00",Year,,Business Premises,Peachtree Corners,GA,30071,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Non-professional,47-1913545,23731,3,2014,Concrete Worker/Laborer,"$32,864.00","$32,864.00",Year,,Business Premises,Sulphur Springs,TX,75482,North Texas Region of Texas nonmetropolitan area,Y,N,N
Non-professional,82-5464782,722511,77,2018,Food Preparation Workers,"$25,480.00",,Year,,Business Premises,Traverse City,MI,49684,Northwest Lower Peninsula of Michigan nonmetropolitan area,Y,N,N
Non-professional,47-1913545,23731,3,2014,Concrete Worker/Laborer,"$32,864.00","$32,864.00",Year,,Business Premises,Sulphur Springs,TX,75482,North Texas Region of Texas nonmetropolitan area,Y,N,N
Professional occupation,47-3952152,5415,322,2015,"Product Manager – Cloud, Apps, Tools & Test – Data Platform","$100,194.00",,Year,"$100,194.00",Business Premises,Boston,MA,02210,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Non-professional,85-1523652,812113,13,2020,Manicurist Assistant.,"$20,051.00","$20,051.00",Year,,Business Premises,McDonough,GA,30253,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Professional occupation,36-4262739,561450,5066,1969,Lead Engineer,"$118,737.00","$118,737.00",Year,"$118,737.00",Business Premises,Chicago,IL,60661,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,43-1128385,541511,7063,1976,"Software Engineer, Senior","$136,503.00",,Year,"$136,503.00",Business Premises,Monett,MO,65708,Southwest Missouri nonmetropolitan area,Y,N,N
Professional occupation,47-3952152,5415,331,2015,Test Engineer,"$76,835.00",,Year,"$76,835.00",Business Premises,Boston,MA,02210,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,26-4507702,541519,175,2009,Staff IC Design Engineer (Multiple Openings) ,"$226,000.00","$256,000.00",Year,"$241,000.00",Business Premises,Milpitas,CA,95035,"San Jose-Sunnyvale-Santa Clara, CA",Y,N,N
Professional occupation,52-2135021,5417,120,1998,Technology and Application Consultant,"$144,102.00","$146,000.00",Year,"$145,051.00",Business Premises,Columbia,MD,21046,"Baltimore-Columbia-Towson, MD",Y,N,N
Non-professional,83-1086340,4841,10,2018,OVER THE ROAD TRUCK DRIVER,"$65,550.00","$70,000.00",Year,,Business Premises,Aurora,IL,60503,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,47-3952152,5415,250,2013,Senior Product Manager,"$76,835.00","$115,000.00",Year,"$95,917.50",Business Premises,Boston,MA,02210,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,81-4350409,541330,70,2016,Senior ADAS Algorithm Development Engineer,"$146,570.00","$156,000.00",Year,"$151,285.00",Business Premises,Novi,MI,48377,"Detroit-Warren-Dearborn, MI",Y,N,N
College/University Teacher,57-6000217,611310,984,1842,"Assistant Professor, Cyber and Computer Science","$100,000.00",,Year,,Business Premises,Charleston,SC,29409,"Charleston-North Charleston, SC",Y,N,N
Professional occupation,82-3701316,54133,497,2022,Radar Signal Processing Engineer,"$103,542.00",,Year,"$103,542.00",Business Premises,Lowell,MA,01854,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Non-professional,34-2024103,7211,10,2004,HR ASSISTANT,"$37,773.00",,Year,,Business Premises,Newport,RI,02840,"Providence-Warwick, RI-MA",Y,N,N
Professional occupation,47-2415221,425110,2000,2015,"Engineer III, Analytics","$90,000.00","$130,000.00",Year,"$110,000.00",Business Premises,Buffalo ,NY,14203,"Buffalo-Cheektowaga-Niagara Falls, NY",Y,N,N
Professional occupation,56-0532303,61131,4430,1889,Assistant Professor of History ,"$62,921.00",,Year,"$62,921.00",Business Premises,Elon,NC,27244,"Burlington, NC",Y,N,N
Professional occupation,36-0698440,3254,3725,1888,"SENIOR SPECIALIST IT, SAP MANUFACTURING AND QUALITY","$140,000.00","$160,000.00",Year,"$150,000.00",Business Premises,Lake Forest,IL,60045,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Non-professional,88-1675283,814110,1,2022,Caregiver,"$34,569.60","$34,569.60",Year,,Employer's private household (includes live-in and domestic household worker),Daly City,CA,94015,"San Francisco-Oakland-Hayward, CA",Y,N,N
Professional occupation,47-3952152,5415,367,2013,Senior Technical Program Manager,"$89,565.00","$159,650.00",Year,"$124,607.50",Business Premises,Pittsburgh,PA,15207,"Pittsburgh, PA",Y,N,N
Professional occupation,47-3952152,5415,365,2015,"Senior Engineer (Systems Engineering, Autonomy Systems)","$56,930.00","$175,000.00",Year,"$115,965.00",Business Premises,Las Vegas,NV,89119,"Las Vegas-Henderson-Paradise, NV",Y,N,N
Non-professional,20-2257357,42499,16,2005,Order Clerk,"$33,634.00","$33,634.00",Year,,Business Premises,Los Angeles,CA,90025,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Professional occupation,47-3952152,5415,373,2015,"Senior Engineer (Cloud, Apps, Tools & Test – Simulation)","$163,280.00",,Year,"$163,280.00",Business Premises,Pittsburgh,PA,15207,"Pittsburgh, PA",Y,N,N
Professional occupation,47-3952152,5415,367,2013,Senior Technical Program Manager,"$74,381.00","$154,000.00",Year,"$114,190.50",Business Premises,Pittsburgh,PA,15207,"Pittsburgh, PA",Y,N,N
Professional occupation,45-4576572,424210,370,2016,Director of Quality Engineering,"$200,000.00",,Year,"$200,000.00",Business Premises,Kearny ,NJ,07032,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,83-2983769,541330,41,2011,Business Analyst,"$96,491.00",,Year,"$96,491.00",Business Premises,Linthicum Heights,MD,21090,"Baltimore-Columbia-Towson, MD",Y,N,N
Professional occupation,13-3753932,541840,29,1974,Integrated Media Planner,"$86,877.00",,Year,"$86,877.00",Business Premises,New York,NY,10001,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,36-4262739,56145,5066,1969,"Sr. Consultant, Solution Architecture ","$145,000.00","$145,000.00",Year,"$145,000.00",Business Premises,Chicago,IL,60611,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,13-3753932,541840,29,1974,Integrated Media Planner,"$76,877.00",,Year,"$76,877.00",Business Premises,New York,NY,10001,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,20-8946972,621210,33,2007,Dentists,"$185,000.00","$195,000.00",Year,"$190,000.00",Business Premises,Worcester,MA,01604,"Worcester, MA-CT",Y,N,N
Non-professional,02-0796248,23816,17,2007,WAREHOUSE STOCKER,"$28,000.00","$28,000.00",Year,,Business Premises,LORTON,VA,22079,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Non-professional,85-3469866,721110,580,2015,Housekeeper,"$22,880.00","$22,880.00",Year,,Business Premises,Miami Beach,FL,33140,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
Non-professional,46-0673820,621610,50,2012,CAREGIVER,"$28,808.00",,Year,,No one specific worksite address or physical location,N/A,,N/A,N/A,Y,N,N
Non-professional,46-0673820,621610,700,2012,CAREGIVER,"$28,808.00","$29,000.00",Year,,Business Premises,TEMPE,AZ,85284,"Phoenix-Mesa-Scottsdale, AZ",Y,N,N
Non-professional,39-1706842,485410,500,1920,General Laborer,"$31,200.00",,Year,,Business Premises,Madison,WI,53718,"Madison, WI",Y,N,N
Non-professional,82-2844873,623110,95,2017,NURSING ASSISTANT,"$28,954.00",,Year,,Business Premises,WEST CHICAGO,IL,60185,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Professional occupation,27-2222033,541519,39,2010,Software Engineer (Job Code 003),"$90,522.00",,Year,"$90,522.00",Business Premises,Katy,TX,77450,"Houston-The Woodlands-Sugar Land, TX",Y,N,N
Non-professional,86-1490446,926140,25,2002,Truck Driver,"$60,000.00","$70,000.00",Year,,Business Premises,Danville,IN,46122,"Indianapolis-Carmel-Anderson, IN",Y,N,N
Non-professional,47-5451094,623110,58,2015,NURSING ASSISTANT,"$28,954.00",,Year,,Business Premises,ELGIN,IL,60123,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Non-professional,81-1276035,541110,36,2016,PARALEGAL ,"$69,077.00",,Year,,Business Premises,LOS ANGELES,CA,90067,"Los Angeles-Long Beach-Anaheim, CA",Y,N,N
Non-professional,58-2428073,561320,1000,1998,Helpers-Production Workers,"$25,584.00","$25,584.00",Year,,Business Premises,ATLANTA,GA,30350,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Professional occupation,45-4833635,541511,7,2012,SAP Solutions Lead,"$202,218.00",,Year,"$202,218.00",Business Premises,Robbinsville,NJ,08691,"Trenton, NJ",Y,N,N
Professional occupation,86-1065772,54121,1351,1989,Tax Manager,"$78,300.00","$161,300.00",Year,"$119,800.00",Business Premises,New York,NY,10112,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Professional occupation,76-0618162,611110,119,1998,Elementary School Teacher,"$62,500.00",,Year,"$62,500.00",Business Premises,Houston,TX,77081,"Houston-The Woodlands-Sugar Land, TX",Y,N,N
Professional occupation,46-1353206,54169,31,2012,SAP ABAP Specialist,"$73,965.00","$73,965.00",Year,"$73,965.00",Business Premises,Moonachie,NJ,07074,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,39-1706842,485410,500,1920,General Laborer,"$31,200.00",,Year,,Business Premises,Madison,WI,53718,"Madison, WI",Y,N,N
Non-professional,84-2971419,722511,4,2019,COOK,"$36,000.00","$36,000.00",Year,,Business Premises,ANCHORAGE,AK,99502,"Anchorage, AK",Y,N,N
Non-professional,46-4093645,722511,6,2013,Dishwasher/Kitchen Helper,"$20,488.00","$20,488.00",Year,,Business Premises,Marietta,GA,30067,"Atlanta-Sandy Springs-Roswell, GA",Y,N,N
Non-professional,39-1706842,485410,500,1920,General Laborer,"$31,200.00",,Year,,Business Premises,Madison,WI,53718,"Madison, WI",Y,N,N
College/University Teacher,04-2103580,611310,18703,1650,Assistant Professor,"$124,000.00",,Year,,Business Premises,Cambridge,MA,02138,"Boston-Cambridge-Nashua, MA-NH",Y,N,N
Professional occupation,87-2324710,52392,241,2021,"Vice President, Business Intelligence","$101,000.00","$255,000.00",Year,"$178,000.00",Business Premises,New York,NY,10022,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,82-2844873,623110,95,2017,NURSING ASSISTANT,"$28,954.00",,Year,,Business Premises,WEST CHICAGO,IL,60185,"Chicago-Naperville-Elgin, IL-IN-WI",Y,N,N
Non-professional,39-1706842,485410,500,1920,General Laborer,"$31,200.00",,Year,,Business Premises,Madison,WI,53718,"Madison, WI",Y,N,N
Professional occupation,47-1185177,541612,112,2014,Software Developer,"$80,850.00","$80,850.00",Year,"$80,850.00",Business Premises,Irving,TX,75062,"Dallas-Fort Worth-Arlington, TX",Y,N,N
Non-professional,46-0673820,621610,700,2012,CAREGIVER,"$28,808.00","$29,000.00",Year,,Business Premises,TEMPE,AZ,85284,"Phoenix-Mesa-Scottsdale, AZ",Y,N,N
Non-professional,86-1490446,926140,30,2002,Truck Driver,"$60,000.00","$70,000.00",Year,,Business Premises,Tipton,IN,46072,Central Indiana nonmetropolitan area,Y,N,N
Non-professional,39-1706842,485410,500,1920,General Laborer,"$31,200.00",,Year,,Business Premises,Madison,WI,53718,"Madison, WI",Y,N,N
Professional occupation,35-1928511,33632,69,1994,Lead Expert Harness Designer,"$98,500.00","$98,500.00",Year,"$98,500.00",Business Premises,Troy,MI,48083,"Detroit-Warren-Dearborn, MI",Y,N,N
Non-professional,02-0796248,23816,17,2007,WAREHOUSE STOCKER,"$28,000.00","$28,000.00",Year,,Business Premises,LORTON,VA,22079,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Y,N,N
Professional occupation,06-1031656,523110,2386,1980,"Director, Rates Structuring","$252,000.00","$252,000.00",Year,"$252,000.00",Business Premises,New York,NY,10019,"New York-Newark-Jersey City, NY-NJ-PA",Y,N,N
Non-professional,86-1490446,926140,25,2002,Truck Driver,"$60,000.00","$70,000.00",Year,,Business Premises,Danville,IN,46122,"Indianapolis-Carmel-Anderson, IN",Y,N,N
Non-professional,85-3469866,721110,580,2015,Housekeeper,"$22,880.00","$22,880.00",Year,,Business Premises,Miami Beach,FL,33140,"Miami-Fort Lauderdale-West Palm Beach, FL",Y,N,N
